"@timestamp","_id","_index","_score","fields.clientIP","fields.clientIP.keyword","fields.method","fields.method.keyword","fields.responseTime","fields.route","fields.route.keyword","fields.server","fields.server.keyword","fields.statusCode","fields.timestamp","fields.userAgent","fields.userAgent.keyword",message,"message.keyword",severity,"severity.keyword"
"Mar 31, 2025 @ 18:12:27.067",njo57JUBGhOokez5hTnb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:27.067","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:26.848",nzo57JUBGhOokez5hTnb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,0,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:26.848","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:26.631",oDo57JUBGhOokez5hTnb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:26.631","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:26.413",oTo57JUBGhOokez5hTnb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:26.413","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:26.196",ojo57JUBGhOokez5hTnb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,0,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:12:26.196","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:12:25.979",ozo57JUBGhOokez5hTnb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:12:25.979","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:12:25.761",pDo57JUBGhOokez5hTnb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:25.761","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:25.542",lTo57JUBGhOokez5fjkA,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:25.542","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:25.324",ljo57JUBGhOokez5fjkA,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,0,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:25.324","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:25.107",lzo57JUBGhOokez5fjkA,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:25.107","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:24.890",mDo57JUBGhOokez5fjkA,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,0,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:24.890","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:24.686",mTo57JUBGhOokez5fjkA,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:12:24.686","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:12:24.471",mjo57JUBGhOokez5fjkA,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/fail","/fail",server1,server1,500,"Mar 31, 2025 @ 18:12:24.471","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /fail","⚠️ Server1 API Error: GET /fail",error,error
"Mar 31, 2025 @ 18:12:24.254",mzo57JUBGhOokez5fjkA,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:24.254","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:24.033",nDo57JUBGhOokez5fjkA,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:12:24.033","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:12:23.814",nTo57JUBGhOokez5fjkA,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,0,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:23.814","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:23.596",jDo57JUBGhOokez5djki,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,0,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:23.596","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:23.379",jTo57JUBGhOokez5djki,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,0,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:23.379","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:23.164",jjo57JUBGhOokez5djki,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:23.164","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:22.946",jzo57JUBGhOokez5djki,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:22.946","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:22.727",kDo57JUBGhOokez5djki,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:22.727","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:22.508",kTo57JUBGhOokez5djki,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,0,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:22.508","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:22.291",kjo57JUBGhOokez5djki,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:22.291","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:22.073",kzo57JUBGhOokez5djki,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,0,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:12:22.073","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:12:21.856",lDo57JUBGhOokez5djki,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:21.856","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:21.638",gjo57JUBGhOokez5bjlL,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,0,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:12:21.638","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:12:21.419",gzo57JUBGhOokez5bjlL,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,0,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:21.419","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:21.204",hDo57JUBGhOokez5bjlL,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:21.204","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:20.987",hTo57JUBGhOokez5bjlL,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,0,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:12:20.987","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:12:20.769",hjo57JUBGhOokez5bjlL,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:12:20.769","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:12:20.551",hzo57JUBGhOokez5bjlL,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:20.551","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:20.334",iDo57JUBGhOokez5bjlL,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:12:20.334","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:12:20.119",iTo57JUBGhOokez5bjlL,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:20.119","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:19.899",ijo57JUBGhOokez5bjlL,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:19.899","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:19.684",izo57JUBGhOokez5bjlL,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:19.684","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:19.464",eTo57JUBGhOokez5Zjlx,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:19.464","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:19.244",ejo57JUBGhOokez5Zjlx,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,0,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:12:19.244","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:12:19.029",ezo57JUBGhOokez5Zjlx,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:19.029","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:18.813",fDo57JUBGhOokez5Zjlx,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:18.813","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:18.593",fTo57JUBGhOokez5Zjlx,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:18.593","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:18.375",fjo57JUBGhOokez5Zjlx,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:18.375","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:18.160",fzo57JUBGhOokez5Zjlx,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/fail","/fail",server1,server1,500,"Mar 31, 2025 @ 18:12:18.160","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /fail","⚠️ Server1 API Error: GET /fail",error,error
"Mar 31, 2025 @ 18:12:17.940",gDo57JUBGhOokez5Zjlx,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:12:17.940","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:12:17.723",gTo57JUBGhOokez5Zjlx,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:12:17.723","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:12:17.507",cDo57JUBGhOokez5XjmU,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/fail","/fail",server1,server1,500,"Mar 31, 2025 @ 18:12:17.507","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /fail","⚠️ Server1 API Error: GET /fail",error,error
"Mar 31, 2025 @ 18:12:17.289",cTo57JUBGhOokez5XjmU,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:17.289","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:17.070",cjo57JUBGhOokez5XjmU,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:17.070","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:16.850",czo57JUBGhOokez5XjmU,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:16.850","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:16.634",dDo57JUBGhOokez5XjmU,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:16.634","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:16.415",dTo57JUBGhOokez5XjmU,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:16.415","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:16.197",djo57JUBGhOokez5XjmU,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:12:16.197","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:12:15.983",dzo57JUBGhOokez5XjmU,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,6,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:15.983","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:15.761",eDo57JUBGhOokez5XjmU,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:15.761","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:15.543",Zzo57JUBGhOokez5Vjm0,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:15.543","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:15.327",aDo57JUBGhOokez5Vjm0,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:15.327","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:15.107",aTo57JUBGhOokez5Vjm0,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:15.107","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:14.888",ajo57JUBGhOokez5Vjm0,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:12:14.888","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:12:14.672",azo57JUBGhOokez5Vjm0,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/fail","/fail",server1,server1,500,"Mar 31, 2025 @ 18:12:14.672","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /fail","⚠️ Server1 API Error: GET /fail",error,error
"Mar 31, 2025 @ 18:12:14.453",bDo57JUBGhOokez5Vjm0,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:14.453","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:14.227",bTo57JUBGhOokez5Vjm0,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,9,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:14.227","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:13.999",bjo57JUBGhOokez5Vjm0,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:12:13.999","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:12:13.782",bzo57JUBGhOokez5Vjm0,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,2,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:13.782","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:13.562",XTo57JUBGhOokez5TjnQ,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,0,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:13.562","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:13.345",Xjo57JUBGhOokez5TjnQ,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:12:13.345","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:12:13.126",Xzo57JUBGhOokez5TjnQ,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/fail","/fail",server1,server1,500,"Mar 31, 2025 @ 18:12:13.126","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /fail","⚠️ Server1 API Error: GET /fail",error,error
