"@timestamp","_id","_index","_score","fields.clientIP","fields.clientIP.keyword","fields.method","fields.method.keyword","fields.responseTime","fields.route","fields.route.keyword","fields.server","fields.server.keyword","fields.statusCode","fields.timestamp","fields.userAgent","fields.userAgent.keyword",message,"message.keyword",severity,"severity.keyword"
"Mar 31, 2025 @ 18:09:34.261",GDo27JUBGhOokez54Tkl,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:34.261","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:34.044",GTo27JUBGhOokez54Tkl,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:34.044","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:33.827",Gjo27JUBGhOokez54Tkl,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:33.827","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:33.609",Gzo27JUBGhOokez54Tkl,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,0,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:33.609","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:33.394",HDo27JUBGhOokez54Tkl,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,4,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:33.394","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:33.177",HTo27JUBGhOokez54Tkl,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,2,"/fail","/fail",server1,server1,500,"Mar 31, 2025 @ 18:09:33.177","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /fail","⚠️ Server1 API Error: GET /fail",error,error
"Mar 31, 2025 @ 18:09:32.959",Hjo27JUBGhOokez54Tkl,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,2,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:09:32.959","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:09:32.740",Hzo27JUBGhOokez54Tkl,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:09:32.740","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:09:32.524",IDo27JUBGhOokez54Tkl,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:09:32.524","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:09:32.306",Dzo27JUBGhOokez52TlC,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:09:32.306","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:09:32.085",EDo27JUBGhOokez52TlC,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:32.085","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:31.870",ETo27JUBGhOokez52TlC,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,3,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:31.870","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:31.655",Ejo27JUBGhOokez52TlC,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,2,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:31.655","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:31.437",Ezo27JUBGhOokez52TlC,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:31.437","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:31.219",FDo27JUBGhOokez52TlC,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:31.219","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:31.003",FTo27JUBGhOokez52TlC,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,2,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:09:31.003","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:09:30.786",Fjo27JUBGhOokez52TlC,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:30.786","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:30.566",Fzo27JUBGhOokez52TlC,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:30.566","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:30.348",BTo27JUBGhOokez50Tlb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:30.348","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:30.132",Bjo27JUBGhOokez50Tlb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,3,"/fail","/fail",server1,server1,500,"Mar 31, 2025 @ 18:09:30.132","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /fail","⚠️ Server1 API Error: GET /fail",error,error
"Mar 31, 2025 @ 18:09:29.912",Bzo27JUBGhOokez50Tlb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:09:29.912","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:09:29.698",CDo27JUBGhOokez50Tlb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,2,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:09:29.698","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:09:29.478",CTo27JUBGhOokez50Tlb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:29.478","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:29.265",Cjo27JUBGhOokez50Tlb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,2,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:29.265","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:29.051",Czo27JUBGhOokez50Tlb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,3,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:29.051","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:28.830",DDo27JUBGhOokez50Tlb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:28.830","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:28.614",DTo27JUBGhOokez50Tlb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,4,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:28.614","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:28.394",Djo27JUBGhOokez50Tlb,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,2,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:09:28.394","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:09:28.176","_Do27JUBGhOokez5yThz","app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:28.176","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:27.956","_To27JUBGhOokez5yThz","app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:27.956","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:27.741","_jo27JUBGhOokez5yThz","app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:27.741","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:27.523","_zo27JUBGhOokez5yThz","app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,2,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:09:27.523","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:09:27.307",ADo27JUBGhOokez5yTlz,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:09:27.307","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:09:27.092",ATo27JUBGhOokez5yTlz,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,3,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:27.092","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:26.872",Ajo27JUBGhOokez5yTlz,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:09:26.872","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:09:26.652",Azo27JUBGhOokez5yTlz,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:26.652","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:26.435",BDo27JUBGhOokez5yTlz,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:26.435","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:26.217",8zo27JUBGhOokez5wTiA,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:26.217","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:26.001",9Do27JUBGhOokez5wTiB,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,0,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:26.001","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:25.785",9To27JUBGhOokez5wTiB,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/fail","/fail",server1,server1,500,"Mar 31, 2025 @ 18:09:25.785","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /fail","⚠️ Server1 API Error: GET /fail",error,error
"Mar 31, 2025 @ 18:09:25.568",9jo27JUBGhOokez5wTiB,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:25.568","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:25.347",9zo27JUBGhOokez5wTiB,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,2,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:25.347","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:25.129","-Do27JUBGhOokez5wTiB","app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:25.129","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:24.915","-To27JUBGhOokez5wTiB","app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,2,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:24.915","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:24.694","-jo27JUBGhOokez5wTiB","app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:24.694","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:24.474","-zo27JUBGhOokez5wTiB","app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:24.474","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:24.257",6jo27JUBGhOokez5uTiV,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:09:24.257","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:09:24.043",6zo27JUBGhOokez5uTiV,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,3,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:24.043","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:23.826",7Do27JUBGhOokez5uTiV,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,4,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:23.826","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:23.607",7To27JUBGhOokez5uTiV,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,2,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:23.607","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:23.385",7jo27JUBGhOokez5uTiV,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:23.385","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:23.169",7zo27JUBGhOokez5uTiV,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,2,"/fail","/fail",server1,server1,500,"Mar 31, 2025 @ 18:09:23.169","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /fail","⚠️ Server1 API Error: GET /fail",error,error
"Mar 31, 2025 @ 18:09:22.951",8Do27JUBGhOokez5uTiV,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,3,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:22.951","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:22.732",8To27JUBGhOokez5uTiV,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,3,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:22.732","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:22.514",8jo27JUBGhOokez5uTiV,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,55,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:22.514","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:22.244",3jo27JUBGhOokez5sTij,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,3,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:22.244","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:22.028",3zo27JUBGhOokez5sTij,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,5,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:22.028","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:21.804",4Do27JUBGhOokez5sTij,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:21.804","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:21.589",4To27JUBGhOokez5sTij,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,3,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:09:21.589","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:09:21.371",4jo27JUBGhOokez5sTij,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,2,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:21.371","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:21.153",4zo27JUBGhOokez5sTij,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,4,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:21.153","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:20.935",5Do27JUBGhOokez5sTij,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,3,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:20.935","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:20.713",5To27JUBGhOokez5sTij,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,1,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:20.713","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:20.497",5jo27JUBGhOokez5sTij,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,2,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:20.497","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:20.279",5zo27JUBGhOokez5sTij,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,3,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:20.279","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
"Mar 31, 2025 @ 18:09:20.053",6Do27JUBGhOokez5sTij,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,57,"/fail","/fail",server1,server1,500,"Mar 31, 2025 @ 18:09:20.053","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /fail","⚠️ Server1 API Error: GET /fail",error,error
"Mar 31, 2025 @ 18:09:19.766",6To27JUBGhOokez5sTij,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,119,"/invalid-route","/invalid-route",server1,server1,404,"Mar 31, 2025 @ 18:09:19.766","axios/1.8.4","axios/1.8.4","⚠️ Server1 API Error: GET /invalid-route","⚠️ Server1 API Error: GET /invalid-route",error,error
"Mar 31, 2025 @ 18:09:19.404",3To27JUBGhOokez5qTg2,"app-logs-2025.03.31","-","::ffff:172.18.0.1","::ffff:172.18.0.1",GET,GET,208,"/","/",server1,server1,200,"Mar 31, 2025 @ 18:09:19.404","axios/1.8.4","axios/1.8.4","✅ Server1 API Call: GET /","✅ Server1 API Call: GET /",info,info
